Chromosome,Start,End,RepeatType,strand,Length
1,612137,612181,dust,0,44
1,612229,612317,dust,0,88
1,612320,612380,dust,0,60
1,612480,612538,dust,0,58
1,612611,612876,AluJr4,1,265
1,612611,612876,AluJr4,1,265
1,612867,612924,dust,0,57
1,612877,612940,AT_rich,1,63
1,613121,613420,AluSq2,1,299
1,613121,613420,AluSq2,1,299
1,613404,613420,dust,0,16
1,614726,615025,AluSx1,1,299
1,614726,615025,AluSx1,1,299
1,615939,616027,MLT1K,1,88
1,615939,616027,MLT1K,1,88
1,616033,616689,LTR9B,1,656
1,616033,616689,LTR9B,1,656
1,616791,616961,MLT1K,1,170
1,616791,616961,MLT1K,1,170
1,617107,617288,MER5A,-1,181
1,617107,617288,MER5A,-1,181
1,617612,617731,MIRb,-1,119
1,617612,617731,MIRb,-1,119
1,617974,618322,MER4E1,1,348
1,617974,618322,MER4E1,1,348
1,617991,618001,dust,0,10
1,618323,618622,AluSg4,-1,299
1,618323,618622,AluSg4,-1,299
1,618327,618336,dust,0,9
1,618623,619044,MER4E1,1,421
1,618623,619044,MER4E1,1,421
1,619216,619309,L2c,-1,93
1,619216,619309,L2c,-1,93
1,619884,620094,L1M5,-1,210
1,619884,620094,L1M5,-1,210
1,620225,620428,MIRc,-1,203
1,620225,620428,MIRc,-1,203
1,620526,620596,Charlie4z,-1,70
1,620526,620596,Charlie4z,-1,70
1,620598,621054,MLT1E3,1,456
1,620598,621054,MLT1E3,1,456
1,621209,621367,AluJo,1,158
1,621209,621367,AluJo,1,158
1,621354,621367,dust,0,13
1,622612,622702,MIRc,1,90
1,622612,622702,MIRc,1,90
1,622928,623095,MER5B,-1,167
1,622928,623095,MER5B,-1,167
1,623672,623699,dust,0,27
1,623672,623699,trf,0,27
1,623672,623699,(TG)n,1,27
1,624275,624429,L2a,1,154
1,624275,624429,L2a,1,154
1,624434,624534,trf,0,100
1,624434,624526,G-rich,1,92
1,624439,624534,dust,0,95
1,624527,624700,MIRb,1,173
1,624527,624700,MIRb,1,173
1,625161,625605,LTR37B,-1,444
1,625161,625605,LTR37B,-1,444
1,625607,625900,AluSq,-1,293
1,625607,625616,dust,0,9
1,625607,625900,AluSq,-1,293
1,626003,626157,MLT1O,-1,154
1,626003,626157,MLT1O,-1,154
1,626517,626573,AluSz6,-1,56
1,626517,626534,dust,0,17
1,626517,626573,AluSz6,-1,56
1,626587,626632,MSTA,1,45
1,626587,626632,MSTA,1,45
1,626633,626941,AluSg,-1,308
1,626633,626656,trf,0,23
1,626633,626781,AluSx,-1,148
1,626637,626656,dust,0,19
1,626782,626821,dust,0,39
1,626782,626821,trf,0,39
1,626782,626821,(TG)n,1,39
1,626822,626941,AluSx,-1,119
1,626942,627005,MSTA,1,63
1,626942,627005,MSTA,1,63
1,627010,627153,MIRb,1,143
1,627010,627153,MIRb,1,143
1,627422,627529,L2c,1,107
1,627422,627529,L2c,1,107
1,627934,627973,trf,0,39
1,628209,628354,MIRb,-1,145
1,628209,628354,MIRb,-1,145
1,634980,635098,MER103C,-1,118
1,634980,635098,MER103C,-1,118
1,635156,635216,MER103C,-1,60
1,635156,635216,MER103C,-1,60
1,635390,635534,MIRb,-1,144
1,635390,635534,MIRb,-1,144
1,635543,635856,LTR39,-1,313
1,635543,635856,LTR39,-1,313
1,635857,636155,AluSz6,1,298
1,635857,636155,AluSz6,1,298
1,636156,636458,LTR39,-1,302
1,636156,636458,LTR39,-1,302
1,636453,636468,dust,0,15
1,636459,636578,L1PA4,-1,119
1,636459,636578,L1PA4,-1,119
1,636579,636722,LTR39,-1,143
1,636579,636722,LTR39,-1,143
1,637214,637415,L2a,-1,201
1,637214,637415,L2a,-1,201
1,637472,637479,dust,0,7
1,637735,638016,AluSg,1,281
1,637735,638016,AluSg,1,281
1,638016,638041,dust,0,25
1,638017,638041,trf,0,24
1,638017,638041,(TAAA)n,1,24
1,638234,638361,LTR33,1,127
1,638234,638361,LTR33,1,127
1,638662,638882,MIR,1,220
1,638662,638882,MIR,1,220
1,638771,638779,dust,0,8
1,639258,639520,L5,1,262
1,639258,639520,L5,1,262
1,639830,640120,AluSc,-1,290
1,639830,639842,dust,0,12
1,639830,640120,AluSc,-1,290
1,640167,640472,L2,1,305
1,640167,640472,L2,1,305
1,640609,640898,MLT1H,-1,289
1,640609,640898,MLT1H,-1,289
1,640899,641219,AluY,-1,320
1,640899,640928,dust,0,29
1,640899,640925,trf,0,26
1,640899,641219,AluY,-1,320
1,641078,641101,dust,0,23
1,641220,641265,MLT1H,-1,45
1,641220,641265,MLT1H,-1,45
1,641730,641760,(CAA)n,1,30
1,641803,641884,L1ME4a,-1,81
1,641803,641884,L1ME4a,-1,81
1,643203,643257,(TG)n,1,54
1,643210,643257,dust,0,47
1,643727,643735,dust,0,8
1,643990,644147,MLT1I,1,157
1,643990,644147,MLT1I,1,157
1,644211,644273,MLT1I,1,62
1,644211,644273,MLT1I,1,62
1,645185,645267,dust,0,82
1,645188,645222,trf,0,34
1,645188,645222,(TTTA)n,1,34
1,645222,645267,trf,0,45
1,645238,645548,AluSg4,-1,310
1,645238,645548,AluSg4,-1,310
1,645671,645865,MER124,1,194
1,645671,645865,MER124,1,194
1,645875,645947,L3,1,72
1,645875,645947,L3,1,72
1,646036,646443,MamRep605,-1,407
1,646036,646443,MamRep605,-1,407
1,646495,646573,MamRep605,-1,78
1,646495,646573,MamRep605,-1,78
1,647211,647512,AluSz,1,301
1,647211,647512,AluSz,1,301
1,647491,647508,dust,0,17
1,647570,647853,AluJr,1,283
1,647570,647853,AluJr,1,283
1,647673,647681,dust,0,8
1,647836,647853,dust,0,17
1,647882,647984,L1M5,1,102
1,647882,647984,L1M5,1,102
1,647985,648285,AluSx,1,300
1,647985,648285,AluSx,1,300
1,648273,648315,trf,0,42
1,648286,648357,L1M5,1,71
1,648286,648357,L1M5,1,71
1,648807,648864,trf,0,57
1,648818,648891,trf,0,73
1,648828,648864,trf,0,36
1,648868,649004,MIRb,-1,136
1,648868,649004,MIRb,-1,136
1,649007,649140,L3,1,133
1,649007,649140,L3,1,133
1,649185,649193,dust,0,8
1,649200,649506,AluSx3,1,306
1,649200,649511,AluSx,1,311
1,649479,649511,dust,0,32
1,649481,649504,trf,0,23
1,649599,649690,LTR33,-1,91
1,649599,649691,LTR33,-1,92
1,649692,649840,MSTB1,1,148
1,649692,649840,MSTB1,1,148
1,649841,650132,AluSq,-1,291
1,649841,649853,dust,0,12
1,649841,650132,AluSq,-1,291
1,650133,650388,MSTB1,1,255
1,650133,650383,MSTB1,1,250
1,650384,650423,dust,0,39
1,650384,650423,trf,0,39
1,650384,650426,(CA)n,1,42
1,650427,650442,MSTB1,1,15
1,650443,650481,LTR33,-1,38
1,650565,650733,LTR33,-1,168
1,650565,650733,LTR33,-1,168
1,650745,650947,L3,1,202
1,650745,650947,L3,1,202
1,651063,651520,Tigger5,1,457
1,651063,651520,Tigger5,1,457
1,651523,652097,L1M4,1,574
1,651523,652097,L1M4,1,574
1,651652,651707,dust,0,55
1,651961,651977,dust,0,16
1,652108,653632,L1MC5a,1,1524
1,652108,653616,L1MC5a,1,1508
1,652448,652470,dust,0,22
1,653336,653510,trf,0,174
1,653617,653792,dust,0,175
1,653617,653790,(GAAA)n,1,173
1,653620,653790,trf,0,170
1,653791,655449,L1MC5a,1,1658
1,653825,655449,L1MC5a,1,1624
1,653847,653855,dust,0,8
1,655449,655736,L1MC5a,1,287
1,655449,655736,L1MC5a,1,287
1,655468,655475,dust,0,7
1,655555,655562,dust,0,7
1,655779,656369,L1MC5a,1,590
1,655779,656369,L1MC5a,1,590
1,656395,656425,dust,0,30
1,656395,656468,(TA)n,1,73
1,656569,656832,HAL1M8,1,263
1,656569,656832,HAL1M8,1,263
1,656955,657133,L1ME3B,1,178
1,656955,657133,L1ME3B,1,178
1,657064,657104,dust,0,40
1,657703,657735,AT_rich,1,32
1,657736,657782,L1PA6,-1,46
1,657736,657782,L1PA6,-1,46
1,657783,657810,AT_rich,1,27
1,658190,658197,dust,0,7
1,658724,659073,L2c,-1,349
1,658724,659073,L2c,-1,349
1,659134,659165,AT_rich,1,31
1,659214,659245,dust,0,31
1,659226,659491,L1PA5,-1,265
1,659226,659491,L1PA5,-1,265
1,659495,659727,L2c,-1,232
1,659495,659727,L2c,-1,232
1,659894,659970,L1ME3D,-1,76
1,659894,659970,L1ME3D,-1,76
1,659977,660138,AluJr,1,161
1,659977,660138,AluJr,1,161
1,660126,660138,dust,0,12
1,660165,660749,L1ME3D,-1,584
1,660165,660749,L1ME3D,-1,584
1,660192,660227,trf,0,35
1,660682,660689,dust,0,7
1,660763,660810,dust,0,47
1,660785,660807,(TTTTG)n,1,22
1,660798,661821,L1P4,-1,1023
1,660808,661821,L1P4,-1,1013
1,660867,660875,dust,0,8
1,661872,662612,L1ME3D,-1,740
1,661872,662612,L1ME3D,-1,740
1,662377,662427,trf,0,50
1,662461,662503,dust,0,42
1,662587,662648,dust,0,61
1,662647,662770,L1MA8,-1,123
1,662647,662770,L1MA8,-1,123
1,662771,663506,L1MA2,1,735
1,662771,663506,L1MA2,1,735
1,663507,665488,L1MA8,-1,1981
1,663507,665488,L1MA8,-1,1981
1,663779,663792,dust,0,13
1,664876,664916,dust,0,40
1,665487,665627,L1ME3D,-1,140
1,665487,665627,L1ME3D,-1,140
1,665643,666123,LTR22C2,1,480
1,665643,666123,LTR22C2,1,480
1,666154,666166,dust,0,12
1,666159,667201,L1PA15-16,1,1042
1,666159,667201,L1PA15-16,1,1042
1,666605,666621,dust,0,16
1,667195,667606,L1P4,1,411
1,667195,667606,L1P4,1,411
1,667219,667228,dust,0,9
1,667609,667898,AluSp,1,289
1,667609,667898,AluSp,1,289
1,667898,668083,dust,0,185
1,667898,668052,trf,0,154
1,667899,668023,(TA)n,1,124
1,668024,668509,L1PA8A,1,485
1,668024,668509,L1PA8A,1,485
1,668335,669950,trf,0,1615
1,668489,668585,L1PA8,1,96
1,668489,668585,L1PA8,1,96
1,668565,668662,L1PA8,1,97
1,668565,668662,L1PA8,1,97
1,668642,668739,L1PA8,1,97
1,668642,668739,L1PA8,1,97
1,668719,668816,L1PA8,1,97
1,668719,668816,L1PA8,1,97
1,668796,668892,L1PA8,1,96
1,668796,668892,L1PA8,1,96
1,668872,668969,L1PA8,1,97
1,668872,668969,L1PA8,1,97
1,668949,669046,L1PA8,1,97
1,668949,669046,L1PA8,1,97
1,669026,669123,L1PA8,1,97
1,669026,669123,L1PA8,1,97
1,669103,669200,L1PA8,1,97
1,669103,669200,L1PA8,1,97
1,669180,669277,L1PA8,1,97
1,669180,669277,L1PA8,1,97
1,669257,669354,L1PA8,1,97
1,669257,669354,L1PA8,1,97
1,669334,669431,L1PA8,1,97
1,669334,669431,L1PA8,1,97
1,669411,669508,L1PA8,1,97
1,669411,669508,L1PA8,1,97
1,669488,669585,L1PA8,1,97
1,669488,669585,L1PA8,1,97
1,669565,669662,L1PA8,1,97
1,669565,669662,L1PA8,1,97
1,669642,669739,L1PA8,1,97
1,669642,669739,L1PA8,1,97
1,669719,669816,L1PA8,1,97
1,669719,669816,L1PA8,1,97
1,669796,669870,L1PA11,1,74
1,669796,669870,L1PA11,1,74
1,669873,670087,L1PA10,1,214
1,669873,670087,L1PA10,1,214
1,670107,670544,L1MEd,-1,437
1,670107,670544,L1MEd,-1,437
1,670412,670429,dust,0,17
1,670551,670645,dust,0,94
1,670552,670645,GA-rich,1,93
1,670732,670829,L1PA5,1,97
1,670732,670829,L1PA5,1,97
1,670801,670857,dust,0,56
1,671277,672104,L1M2,1,827
1,671277,672104,L1M2,1,827
1,671366,671379,dust,0,13
1,672112,672246,ERVL-int,1,134
1,672112,672246,ERVL-int,1,134
1,672251,672725,L1MA7,1,474
1,672251,672725,L1MA7,1,474
1,672729,672738,dust,0,9
1,672742,673463,L1PA4,-1,721
1,672742,673463,L1PA4,-1,721
1,673464,673641,L1PA4,1,177
1,673464,673641,L1PA4,1,177
1,673480,673501,dust,0,21
1,673612,673663,dust,0,51
1,673633,673663,trf,0,30
1,673661,674745,L1MA7,1,1084
1,673661,674745,L1MA7,1,1084
1,674382,674389,dust,0,7
1,675893,675900,dust,0,7
1,675912,682333,L1PA7,1,6421
1,675912,682333,L1PA7,1,6421
1,676315,676329,dust,0,14
1,677642,677700,dust,0,58
1,678549,678556,dust,0,7
1,678995,679003,dust,0,8
1,679393,679413,dust,0,20
1,679909,679922,dust,0,13
1,682325,682333,dust,0,8
1,683085,684589,L1MA7,1,1504
1,683085,684589,L1MA7,1,1504
1,683689,683719,dust,0,30
1,684865,684973,L1M2,1,108
1,684865,684973,L1M2,1,108
1,684974,685529,L1M4,1,555
1,684974,685529,L1M4,1,555
1,688475,688606,MIR3,-1,131
1,688475,688606,MIR3,-1,131
1,689098,689114,dust,0,16
1,689728,689777,dust,0,49
1,689942,690049,trf,0,107
1,690093,690185,MIRc,1,92
1,690093,690185,MIRc,1,92
1,690478,690640,trf,0,162
1,690591,690732,MIRb,1,141
1,690591,690732,MIRb,1,141
1,690741,690789,L1MA4,1,48
1,690741,690789,L1MA4,1,48
1,690806,691052,L1MA4,1,246
1,690806,691052,L1MA4,1,246
1,691047,691120,dust,0,73
1,691085,691105,trf,0,20
1,691102,691238,MIRb,1,136
1,691102,691238,MIRb,1,136
1,691397,691404,dust,0,7
1,691547,691560,dust,0,13
1,692085,692168,AluSz,1,83
1,692085,692168,AluSz,1,83
1,693067,693256,L1MEc,1,189
1,693067,693256,L1MEc,1,189
1,693218,693260,trf,0,42
1,693227,693260,dust,0,33
1,693369,693422,L2c,1,53
1,693369,693422,L2c,1,53
1,694650,694809,MIRb,-1,159
1,694650,694809,MIRb,-1,159
1,695614,695661,AT_rich,1,47
1,695833,695878,dust,0,45
1,695844,696264,L1M7,1,420
1,695844,696264,L1M7,1,420
1,696277,696291,dust,0,14
1,696290,696330,L1M7,1,40
1,696290,696330,L1M7,1,40
1,696331,696475,FLAM_C,1,144
1,696331,696475,FLAM_C,1,144
1,696457,696490,dust,0,33
1,696476,696692,L1M7,1,216
1,696476,696692,L1M7,1,216
1,696722,696774,dust,0,52
1,697012,697705,L2c,-1,693
1,697012,697705,L2c,-1,693
1,697720,697986,L2b,1,266
1,697720,697986,L2b,1,266
1,698203,698441,MLT1H1,1,238
1,698203,698441,MLT1H1,1,238
1,698442,698799,THE1B,-1,357
1,698442,698799,THE1B,-1,357
1,698800,700363,THE1B-int,-1,1563
1,698800,700363,THE1B-int,-1,1563
1,700364,700723,THE1B,-1,359
1,700364,700723,THE1B,-1,359
1,700724,701000,MLT1H1,1,276
1,700724,701000,MLT1H1,1,276
1,700956,700963,dust,0,7
1,701001,701162,MLT1H1-int,1,161
1,701001,701162,MLT1H1-int,1,161
1,701148,701399,MLT1H1-int,1,251
1,701148,701399,MLT1H1-int,1,251
1,701404,701564,LTR64,-1,160
1,701404,701564,LTR64,-1,160
1,701567,701928,L1PA14,1,361
1,701567,701928,L1PA14,1,361
1,701901,701939,dust,0,38
1,702064,702369,AluSq2,1,305
1,702064,702369,AluSq2,1,305
1,702350,702369,dust,0,19
1,702423,702473,trf,0,50
1,702869,702938,L2a,1,69
1,702869,702938,L2a,1,69
1,703030,703567,L2b,1,537
1,703030,703567,L2b,1,537
1,703700,703832,MIRc,1,132
1,703700,703832,MIRc,1,132
1,704369,704432,L2a,-1,63
1,704369,704432,L2a,-1,63
1,704677,705086,MLT1F2,1,409
1,704677,705086,MLT1F2,1,409
1,704846,704889,dust,0,43
1,705174,705502,L1ME3E,1,328
1,705174,705502,L1ME3E,1,328
1,705220,705244,dust,0,24
1,705454,705461,dust,0,7
1,705530,705555,dust,0,25
1,706041,706177,LTR33B,1,136
1,706041,706177,LTR33B,1,136
1,706326,706428,L2,-1,102
1,706326,706428,L2,-1,102
1,706560,706697,MER65D,1,137
1,706560,706697,MER65D,1,137
1,706774,707054,MER65D,1,280
1,706774,707054,MER65D,1,280
1,707077,707193,L1M5,-1,116
1,707077,707193,L1M5,-1,116
1,707358,708016,L2a,1,658
1,707358,708016,L2a,1,658
1,708017,708213,L1ME3E,1,196
1,708017,708213,L1ME3E,1,196
1,708207,708593,L1ME3E,1,386
1,708207,708593,L1ME3E,1,386
1,708596,709085,MLT1D,1,489
1,708596,709085,MLT1D,1,489
1,709086,710125,L1ME3E,1,1039
1,709086,710125,L1ME3E,1,1039
1,709801,709853,dust,0,52
1,710219,710267,AT_rich,1,48
1,710257,710317,dust,0,60
1,710423,710468,dust,0,45
1,710424,710468,AT_rich,1,44
1,710516,710568,dust,0,52
1,710553,710933,THE1C,-1,380
1,710553,710933,THE1C,-1,380
1,711334,711341,dust,0,7
1,711497,711507,dust,0,10
1,711958,712094,dust,0,136
1,711958,712094,trf,0,136
1,711959,712094,trf,0,135
1,711959,712094,trf,0,135
1,711959,712094,(TA)n,1,135
1,712229,712524,AluY,-1,295
1,712229,712243,dust,0,14
1,712229,712524,AluY,-1,295
1,712571,712696,dust,0,125
1,712597,712670,AT_rich,1,73
1,713991,714088,(TA)n,1,97
1,714032,714088,dust,0,56
1,714046,714088,trf,0,42
1,714128,714224,L1MA5,1,96
1,714128,714224,L1MA5,1,96
1,714325,714426,trf,0,101
1,714405,714452,trf,0,47
1,714639,714709,L2a,1,70
1,714639,714709,L2a,1,70
1,714716,714828,L2a,1,112
1,714716,714828,L2a,1,112
1,714840,715390,L2c,1,550
1,714840,715390,L2c,1,550
1,715554,715848,AluJb,1,294
1,715554,715848,AluJb,1,294
1,715832,715848,dust,0,16
1,716590,716643,dust,0,53
1,716937,716964,AT_rich,1,27
1,716995,717045,dust,0,50
1,716995,717036,AT_rich,1,41
1,717037,717213,L1MA5,1,176
1,717037,717213,L1MA5,1,176
1,717200,717218,dust,0,18
1,717216,717984,L1M4c,1,768
1,717216,717984,L1M4c,1,768
1,717432,717440,dust,0,8
1,717931,717983,dust,0,52
1,718112,718149,AT_rich,1,37
1,718115,718122,dust,0,7
1,718525,718634,L2a,-1,109
1,718525,718634,L2a,-1,109
1,718759,719028,AluSz,-1,269
1,718759,719028,AluSz,-1,269
1,719465,719572,L2a,-1,107
1,719465,719572,L2a,-1,107
1,719573,719870,AluSq2,-1,297
1,719573,719588,dust,0,15
1,719573,719870,AluSq2,-1,297
1,719871,719996,L2a,-1,125
1,719871,719996,L2a,-1,125
1,720360,720652,AluSx,-1,292
1,720360,720386,dust,0,26
1,720360,720652,AluSx,-1,292
1,720506,720545,trf,0,39
1,720655,720670,dust,0,15
1,720656,720764,FLAM_C,-1,108
1,720656,720764,FLAM_C,-1,108
1,720767,720869,AluJo,1,102
1,720767,720869,AluJo,1,102
1,720885,720976,L1M2c,1,91
1,720885,720976,L1M2c,1,91
1,720946,720976,dust,0,30
1,720977,721291,AluSg,1,314
1,720977,721291,AluSg,1,314
1,721263,721278,dust,0,15
1,721292,721518,L1M2c,1,226
1,721292,721518,L1M2c,1,226
1,721516,721730,L1M2,1,214
1,721516,721730,L1M2,1,214
1,721731,721954,AluSq2,1,223
1,721731,721954,AluSq2,1,223
1,721934,721970,dust,0,36
1,721934,721970,trf,0,36
1,721943,721970,trf,0,27
1,721944,721970,trf,0,26
1,721955,721978,L1M2,1,23
1,721955,721978,L1M2,1,23
1,725052,725360,AluSg,-1,308
1,725052,725080,dust,0,28
1,725052,725080,trf,0,28
1,725052,725360,AluSg,-1,308
1,725824,725851,dust,0,27
1,727186,727394,trf,0,208
1,727186,727396,trf,0,210
1,727504,727573,trf,0,69
1,728367,728459,trf,0,92
1,728930,729046,trf,0,116
1,728930,729074,trf,0,144
1,729486,729565,trf,0,79
1,729816,730235,MER1A,-1,419
1,729816,730235,MER1A,-1,419
1,730502,730654,LTR41,-1,152
1,730502,730654,LTR41,-1,152
1,730658,730941,AluJr,1,283
1,730658,730941,AluJr,1,283
1,731001,731166,L1ME4c,1,165
1,731001,731166,L1ME4c,1,165
1,731169,731315,FLAM_C,-1,146
1,731169,731315,FLAM_C,-1,146
1,731535,731834,AluJr,-1,299
1,731535,731834,AluJr,-1,299
1,731946,732047,MER8,-1,101
1,731946,732047,MER8,-1,101
1,732048,732235,AluJb,1,187
1,732048,732235,AluJb,1,187
1,732217,732235,dust,0,18
1,732836,732969,AluJr,1,133
1,732836,732969,AluJr,1,133
1,733225,733644,MER1A,-1,419
1,733225,733644,MER1A,-1,419
1,733910,734062,LTR41,-1,152
1,733910,734062,LTR41,-1,152
1,734066,734358,AluJr,1,292
1,734066,734358,AluJr,1,292
1,734409,734565,L1ME4c,1,156
1,734409,734565,L1ME4c,1,156
1,734566,734706,AluJb,-1,140
1,734566,734706,AluJb,-1,140
1,734943,735242,AluJr,-1,299
1,734943,735242,AluJr,-1,299
1,735352,735453,MER8,-1,101
1,735352,735453,MER8,-1,101
1,735454,735641,AluJb,1,187
1,735454,735641,AluJb,1,187
1,735623,735641,dust,0,18
1,736187,736196,dust,0,9
1,736220,736376,AluJr,1,156
1,736220,736376,AluJr,1,156
1,736631,737050,MER1A,-1,419
1,736631,737050,MER1A,-1,419
1,737317,737469,LTR41,-1,152
1,737317,737469,LTR41,-1,152
1,737473,737756,AluJr,1,283
1,737473,737756,AluJr,1,283
1,737816,737981,L1ME4c,1,165
1,737816,737981,L1ME4c,1,165
1,737984,738130,FLAM_C,-1,146
1,737984,738130,FLAM_C,-1,146
1,738352,738651,AluJr,-1,299
1,738352,738651,AluJr,-1,299
1,738763,738864,MER8,-1,101
1,738763,738864,MER8,-1,101
1,738865,739057,AluJb,1,192
1,738865,739057,AluJb,1,192
1,739034,739057,dust,0,23
1,739603,739612,dust,0,9
1,739636,739792,AluJr,1,156
1,739636,739792,AluJr,1,156
1,740047,740466,MER1A,-1,419
1,740047,740466,MER1A,-1,419
1,740752,740838,AluJo,1,86
1,740752,740838,AluJo,1,86
1,740839,741123,AluJo,1,284
1,740839,741123,AluJo,1,284
1,740905,740928,trf,0,23
1,741107,741123,dust,0,16
1,741124,741629,MER21C,1,505
1,741124,741629,MER21C,1,505
1,741630,741936,AluJb,-1,306
1,741630,741936,AluJb,-1,306
1,741634,741641,dust,0,7
1,741793,741818,dust,0,25
1,741937,742006,MER21C,1,69
1,741937,742006,MER21C,1,69
1,742007,742309,AluJr,1,302
1,742007,742309,AluJr,1,302
1,742310,742610,MER21C,1,300
1,742310,742610,MER21C,1,300
1,742647,742845,MIRb,1,198
1,742647,742845,MIRb,1,198
1,743105,743208,L2b,1,103
1,743105,743208,L2b,1,103
1,743409,743428,trf,0,19
1,743504,743611,AluJb,-1,107
1,743504,743611,AluJb,-1,107
1,743645,743769,AluJr,1,124
1,743645,743769,AluJr,1,124
1,743783,744214,MER1A,-1,431
1,743783,744214,MER1A,-1,431
1,744517,744579,LTR41,-1,62
1,744517,744579,LTR41,-1,62
1,744580,744864,AluJb,1,284
1,744580,744864,AluJb,1,284
1,744865,744912,LTR41,-1,47
1,744865,744912,LTR41,-1,47
1,744867,744883,dust,0,16
1,744913,745209,AluSp,1,296
1,744913,745209,AluSp,1,296
1,745195,745209,dust,0,14
1,745210,745295,LTR41,-1,85
1,745210,745295,LTR41,-1,85
1,745296,745603,AluJr,1,307
1,745296,745603,AluJr,1,307
1,745416,745423,dust,0,7
1,745583,745603,dust,0,20
1,745624,745775,L2b,1,151
1,745624,745775,L2b,1,151
1,745826,746193,L2b,1,367
1,745826,746193,L2b,1,367
1,746221,746313,L2b,1,92
1,746221,746313,L2b,1,92
1,746378,746536,MLT1D,1,158
1,746378,746536,MLT1D,1,158
1,746538,746831,AluJr,1,293
1,746538,746831,AluJr,1,293
1,747086,747357,AluJr,1,271
1,747086,747357,AluJr,1,271
1,747348,747357,dust,0,9
1,747366,747467,AluJb,-1,101
1,747368,747462,AluJr4,-1,94
1,747468,747772,AluSx,1,304
1,747468,747737,AluSx,1,269
1,747740,747791,dust,0,51
1,747740,747791,trf,0,51
1,747740,747784,trf,0,44
1,747740,747784,(CAA)n,1,44
1,747785,747844,AluJb,-1,59
1,747789,747844,AluJo,-1,55
1,747901,747910,dust,0,9
1,747904,747934,L1M4,1,30
1,747904,747934,L1MB8,1,30
1,747935,748226,AluJb,1,291
1,747935,748226,AluJb,1,291
1,748217,748226,dust,0,9
1,748227,748311,L1M4,1,84
1,748227,748311,L1MB8,1,84
1,748349,748462,AluJo,-1,113
1,748349,748462,FLAM_A,-1,113
1,748463,749079,L1MB8,1,616
1,748463,749079,L1MB8,1,616
1,748633,748652,trf,0,19
1,749101,749402,AluJr,1,301
1,749101,749402,AluJr,1,301
1,749406,749520,Tigger12,-1,114
1,749406,749520,Tigger12,-1,114
1,749705,750012,AluSq2,1,307
1,749705,750012,AluSq2,1,307
1,749989,750008,dust,0,19
1,749992,750012,trf,0,20
1,750224,750317,LTR37A,-1,93
1,750224,750317,LTR37A,-1,93
1,750463,750758,AluJo,-1,295
1,750463,750758,AluJo,-1,295
1,750626,750639,dust,0,13
1,750759,750785,AT_rich,1,26
1,750761,750799,dust,0,38
1,750787,750918,AluJr,-1,131
1,750787,750918,AluJr,-1,131
1,751018,751625,L2a,1,607
1,751018,751625,L2a,1,607
1,751627,751789,AluJb,-1,162
1,751627,751789,AluJb,-1,162
1,751790,752075,AluSg7,-1,285
1,751790,751806,dust,0,16
1,751790,752075,AluSg7,-1,285
1,752076,752202,AluJb,-1,126
1,752076,752202,AluJb,-1,126
1,752086,752094,dust,0,8
1,752224,752580,MLT1D,-1,356
1,752224,752580,MLT1D,-1,356
1,752584,752875,AluJr,1,291
1,752584,752875,AluJr,1,291
1,752876,753134,MER21C,1,258
1,752876,753134,MER21C,1,258
1,753135,753428,AluSq2,-1,293
1,753135,753144,dust,0,9
1,753135,753428,AluSq2,-1,293
1,753429,753738,MER21C,1,309
1,753429,753738,MER21C,1,309
1,753739,754045,AluJo,1,306
1,753739,754045,AluJo,1,306
1,754026,754045,dust,0,19
1,754046,754345,MER21C,1,299
1,754046,754345,MER21C,1,299
1,754347,755409,MER11B,1,1062
1,754347,755409,MER11B,1,1062
1,755455,755649,MIRb,1,194
1,755455,755649,MIRb,1,194
1,755864,755927,(CACCC)n,1,63
1,755871,755924,dust,0,53
1,756165,756177,dust,0,12
1,756302,756323,dust,0,21
1,756303,756422,AluJb,-1,119
1,756303,756422,AluJb,-1,119
1,756425,756724,AluJo,-1,299
1,756425,756724,AluJo,-1,299
1,756588,756605,dust,0,17
1,756764,756904,L1ME4b,1,140
1,756764,756904,L1ME4b,1,140
1,757026,757064,AT_rich,1,38
1,757135,757444,AluJr,1,309
1,757135,757444,AluJr,1,309
1,757253,757271,dust,0,18
1,757415,757427,dust,0,12
1,757489,757782,AluSg,1,293
1,757489,757782,AluSg,1,293
1,757791,757944,L1ME4c,1,153
1,757791,757944,L1ME4c,1,153
1,757945,757952,dust,0,7
1,757948,758067,AluJr4,-1,119
1,757948,758067,AluJr4,-1,119
1,758068,758191,L1ME4c,1,123
1,758068,758191,L1ME4c,1,123
1,758214,758230,dust,0,16
1,758411,758451,MIRb,1,40
1,758411,758451,MIRb,1,40
1,758556,758663,MER8,-1,107
1,758556,758663,MER8,-1,107
1,758668,758819,AluJb,1,151
1,758668,758819,AluJb,1,151
1,759162,759445,AluJr,1,283
1,759162,759445,AluJr,1,283
1,759447,759498,dust,0,51
1,759447,759498,trf,0,51
1,759447,759498,(CA)n,1,51
1,759821,760044,AluSx1,1,223
1,759821,760044,AluSx1,1,223
1,760937,760951,dust,0,14
1,761764,762169,L1MC5a,1,405
1,761764,762169,L1MC5a,1,405
1,762032,762040,dust,0,8
1,762180,762271,L1MC5a,1,91
1,762180,762271,L1MC5a,1,91
1,762580,762645,MSTD,-1,65
1,762580,762645,MSTD,-1,65
1,762634,762859,dust,0,225
1,762637,762789,trf,0,152
1,762646,762815,GA-rich,1,169
